customer_id,age,monthly_income,credit_score,tenure_years,monthly_spend,support_tickets,late_payments,satisfaction_score,contract_type,payment_method,usage_hours,churn
CUST100623,38,59308.0,664.0,2.8,5423.0,2,2,8.9,Monthly,UPI,31.1,Yes
CUST100624,47,97522.0,692.0,8.9,7066.0,2,2,5.9,Monthly,UPI,25.0,No
CUST100625,29,45185.0,676.0,4.2,9566.0,2,2,6.9,Monthly,Auto Debit,54.0,No
CUST100626,34,52079.0,578.0,10.2,4589.0,1,3,5.9,Monthly,Bank Transfer,28.3,Yes
CUST100627,35,65242.0,752.0,2.0,9075.0,2,0,7.3,Two-Year,Card,13.2,No
CUST100628,42,84337.0,686.0,6.9,7757.0,0,1,5.7,Annual,Bank Transfer,70.7,Yes
CUST100629,35,32058.0,663.0,4.3,6188.0,3,0,6.3,Annual,Card,11.4,No
CUST100630,53,36173.0,659.0,3.5,6853.0,0,0,6.3,Two-Year,Card,30.5,No
CUST100631,33,20170.0,710.0,6.5,7959.0,0,0,7.5,Two-Year,Auto Debit,19.4,No
CUST100632,38,65719.0,641.0,3.5,5813.0,1,1,7.0,Monthly,Bank Transfer,21.5,Yes
CUST100633,36,40397.0,566.0,0.0,8525.0,1,0,7.9,Two-Year,Auto Debit,16.1,Yes
CUST100634,26,56540.0,712.0,0.0,7526.0,0,1,6.8,Monthly,Card,23.9,Yes
CUST100635,50,79550.0,719.0,8.6,6361.0,1,0,6.0,Monthly,Card,46.8,Yes
CUST100636,29,50886.0,679.0,8.4,14064.0,0,1,7.3,Annual,Auto Debit,3.5,No
CUST100637,32,70088.0,627.0,10.5,9953.0,0,0,5.4,Two-Year,Auto Debit,50.9,No
CUST100638,56,58415.0,695.0,4.4,7161.0,3,1,8.0,Annual,UPI,48.3,No
CUST100639,63,79787.0,609.0,0.4,9011.0,3,1,6.5,Monthly,Card,39.6,Yes
CUST100640,50,75453.0,634.0,3.2,4906.0,4,1,7.3,Two-Year,Auto Debit,33.9,No
CUST100641,61,49777.0,649.0,4.5,6971.0,1,0,7.4,Monthly,Card,36.1,Yes
CUST100642,59,61290.0,736.0,1.3,7380.0,0,2,9.7,Annual,Bank Transfer,53.4,No
CUST100643,41,87962.0,670.0,9.8,4136.0,1,2,7.6,Monthly,Auto Debit,5.8,Yes
CUST100644,54,73654.0,665.0,11.7,9856.0,1,1,7.1,Monthly,UPI,42.9,Yes
CUST100645,33,34267.0,798.0,6.0,6730.0,1,3,5.8,Monthly,UPI,20.8,Yes
CUST100646,40,79424.0,709.0,4.5,7256.0,2,1,8.4,Two-Year,Auto Debit,44.4,No
CUST100647,43,41139.0,709.0,0.4,6509.0,2,0,6.5,Two-Year,Auto Debit,22.8,No
CUST100648,64,96075.0,670.0,9.4,18857.0,2,1,4.4,Monthly,Auto Debit,42.6,Yes
CUST100649,58,87530.0,657.0,4.7,6181.0,2,1,6.7,Monthly,Bank Transfer,8.8,No
CUST100650,41,71377.0,570.0,3.6,1260.0,2,0,7.3,Monthly,UPI,6.6,Yes
CUST100651,49,,743.0,6.0,2900.0,1,0,5.6,Annual,Auto Debit,30.3,No
CUST100652,27,60401.0,715.0,2.6,11158.0,0,1,6.8,Annual,UPI,53.5,No
CUST100653,56,79928.0,680.0,5.0,13178.0,5,0,6.9,Annual,UPI,40.0,Yes
CUST100654,44,56843.0,682.0,0.0,6114.0,1,3,6.9,Monthly,Bank Transfer,39.9,Yes
CUST100655,43,70183.0,730.0,8.0,12976.0,2,0,9.1,Monthly,Card,44.9,No
CUST100656,54,84183.0,604.0,4.2,11096.0,1,1,4.8,Two-Year,Auto Debit,26.0,Yes
CUST100657,48,52640.0,658.0,8.2,7837.0,3,0,10.0,Annual,Auto Debit,41.2,No
CUST100658,21,51444.0,628.0,3.9,7588.0,2,1,6.9,Monthly,Auto Debit,23.3,No
CUST100659,31,38724.0,787.0,4.1,9133.0,1,1,8.0,Monthly,Auto Debit,27.3,Yes
CUST100660,26,41582.0,738.0,0.6,11571.0,0,0,7.2,Monthly,Bank Transfer,29.2,No
CUST100661,53,24775.0,569.0,6.9,9891.0,2,0,4.1,Monthly,Auto Debit,23.8,Yes
CUST100662,19,81056.0,607.0,1.7,6131.0,0,2,5.2,Monthly,Auto Debit,31.0,Yes
CUST100663,27,104796.0,683.0,2.9,7890.0,2,0,6.1,Annual,Card,28.2,Yes
CUST100664,46,96357.0,664.0,4.5,15434.0,2,2,8.7,Monthly,Card,21.4,Yes
CUST100665,51,29226.0,617.0,4.9,9379.0,1,2,4.6,Monthly,Bank Transfer,29.9,Yes
CUST100666,42,80947.0,797.0,0.0,11543.0,1,0,5.5,Annual,Auto Debit,34.3,No
CUST100667,59,96286.0,,3.8,10390.0,0,1,7.3,Monthly,Card,15.5,No
CUST100668,62,54950.0,716.0,7.0,9457.0,0,1,7.8,Monthly,Card,38.3,Yes
CUST100669,24,67232.0,652.0,3.3,8880.0,0,0,7.8,Two-Year,Card,24.6,No
CUST100670,63,20826.0,730.0,3.8,11641.0,4,0,5.3,Monthly,Auto Debit,35.0,Yes
CUST100671,47,70868.0,669.0,5.0,11015.0,0,1,4.3,Annual,Bank Transfer,22.0,Yes
CUST100672,48,41602.0,674.0,4.1,9424.0,1,2,7.9,Monthly,Card,47.8,Yes
CUST100673,22,69392.0,724.0,1.2,6072.0,2,1,9.4,Monthly,Bank Transfer,46.3,Yes
CUST100674,47,30654.0,600.0,4.4,9849.0,2,1,6.4,Monthly,Bank Transfer,16.3,Yes
CUST100675,52,76943.0,778.0,7.7,8265.0,0,1,5.1,Annual,Bank Transfer,39.9,Yes
CUST100676,45,,700.0,1.1,7421.0,2,2,6.3,Monthly,Bank Transfer,53.7,Yes
CUST100677,22,47770.0,760.0,3.3,17876.0,1,0,7.7,Annual,UPI,17.8,No
CUST100678,43,39988.0,631.0,0.1,3113.0,1,1,6.6,Monthly,UPI,19.0,Yes
CUST100679,62,18000.0,639.0,7.5,11855.0,0,0,9.4,Annual,Auto Debit,43.0,No
CUST100680,52,59139.0,626.0,4.2,5481.0,2,0,8.6,Monthly,Bank Transfer,12.4,Yes
CUST100681,24,52205.0,704.0,1.8,8959.0,0,1,,Monthly,Auto Debit,20.3,Yes
CUST100682,64,30878.0,694.0,4.8,17490.0,0,2,3.7,Annual,Auto Debit,16.8,Yes
CUST100683,64,74966.0,664.0,0.6,5132.0,2,1,5.8,Monthly,Card,43.2,Yes
CUST100684,26,55101.0,634.0,1.2,5966.0,1,0,,Monthly,Card,21.6,Yes
CUST100685,56,41334.0,620.0,0.0,8439.0,1,0,5.7,Annual,Auto Debit,27.7,Yes
CUST100686,37,52799.0,687.0,1.1,5535.0,3,0,7.3,Annual,UPI,20.8,No
CUST100687,46,88569.0,664.0,8.8,11594.0,3,0,7.4,Annual,Auto Debit,49.2,No
CUST100688,39,78265.0,652.0,2.2,6629.0,1,0,4.2,Monthly,UPI,19.1,Yes
CUST100689,55,62139.0,775.0,6.0,10789.0,0,1,8.4,Monthly,Card,10.9,Yes
CUST100690,65,78620.0,685.0,1.8,3848.0,0,0,7.0,Monthly,Card,10.3,Yes
CUST100691,56,39460.0,760.0,6.9,2176.0,1,1,7.6,Monthly,Bank Transfer,42.4,Yes
CUST100692,62,65712.0,661.0,1.2,7699.0,1,1,8.3,Monthly,Card,43.5,Yes
CUST100693,63,68241.0,703.0,4.6,3010.0,0,1,5.7,Monthly,Auto Debit,50.7,Yes
CUST100694,22,54664.0,687.0,4.7,13814.0,1,0,9.1,Monthly,Auto Debit,13.1,No
CUST100695,30,74580.0,597.0,11.9,3146.0,2,1,6.8,Annual,Bank Transfer,28.5,No
CUST100696,52,47830.0,769.0,6.5,4868.0,2,0,9.6,Monthly,Auto Debit,68.4,No
CUST100697,46,76216.0,683.0,2.6,9948.0,0,0,5.5,Monthly,UPI,27.5,Yes
CUST100698,20,77141.0,731.0,6.7,6448.0,1,1,9.4,Monthly,Auto Debit,23.5,No
CUST100699,22,18000.0,649.0,11.3,3186.0,2,1,5.5,Monthly,Bank Transfer,31.7,Yes
CUST100700,42,91187.0,681.0,0.0,15640.0,1,2,10.0,Annual,UPI,39.9,No
CUST100701,47,18000.0,642.0,1.8,4994.0,0,1,5.4,Monthly,Auto Debit,39.7,Yes
CUST100702,26,51447.0,758.0,3.7,7813.0,1,1,8.8,Monthly,UPI,22.8,No
CUST100703,26,87558.0,707.0,3.2,7768.0,0,1,6.4,Two-Year,Bank Transfer,23.2,No
CUST100704,24,58020.0,710.0,3.4,10986.0,0,2,8.2,Monthly,Bank Transfer,27.6,Yes
CUST100705,45,32744.0,765.0,0.3,10118.0,0,1,6.9,Monthly,UPI,21.0,Yes
CUST100706,18,40938.0,754.0,9.0,5606.0,1,2,5.1,Annual,Card,13.5,No
CUST100707,45,87592.0,732.0,0.0,7360.0,1,1,2.2,Annual,UPI,59.1,No
CUST100708,40,22727.0,612.0,3.9,7706.0,1,1,10.0,Two-Year,Auto Debit,25.9,No
CUST100709,40,89838.0,652.0,7.8,11121.0,3,1,7.1,Two-Year,Auto Debit,26.7,No
CUST100710,50,63788.0,635.0,4.4,4411.0,2,1,2.0,Annual,Auto Debit,27.2,Yes
CUST100711,43,38767.0,730.0,1.4,15563.0,1,0,7.5,Monthly,Card,30.8,Yes
CUST100712,52,52171.0,699.0,0.2,5843.0,1,0,8.2,Annual,Card,38.5,Yes
CUST100713,54,42621.0,614.0,3.8,8469.0,2,0,5.8,Monthly,Auto Debit,25.0,Yes
CUST100714,62,84057.0,680.0,2.1,4440.0,3,1,5.8,Annual,Card,49.1,Yes
CUST100715,56,81113.0,608.0,5.2,3956.0,2,1,7.0,Two-Year,Card,41.0,No
CUST100716,42,27178.0,687.0,0.0,5440.0,3,1,9.0,Monthly,UPI,29.1,No
CUST100717,41,56121.0,599.0,7.1,5103.0,3,0,7.2,Two-Year,Auto Debit,22.0,No
CUST100718,29,46010.0,719.0,4.9,7050.0,1,0,9.5,Annual,UPI,48.3,No
CUST100719,46,93457.0,711.0,5.1,5074.0,2,0,8.9,Monthly,UPI,29.6,No
CUST100720,24,35298.0,795.0,9.1,10934.0,2,2,6.6,Two-Year,Auto Debit,13.4,No
CUST100721,62,100293.0,737.0,3.1,5760.0,3,3,4.3,Annual,Auto Debit,47.3,Yes
CUST100722,58,64268.0,667.0,2.2,5372.0,0,0,6.6,Monthly,Auto Debit,21.1,Yes
CUST100723,23,39437.0,735.0,2.7,7125.0,1,0,7.9,Annual,Auto Debit,45.0,No
CUST100724,55,50100.0,613.0,3.9,11975.0,0,2,7.1,Monthly,UPI,2.0,Yes
CUST100725,23,47364.0,637.0,4.2,9252.0,0,0,8.1,Monthly,Card,26.5,No
CUST100726,52,36958.0,708.0,1.8,8151.0,2,1,8.5,Annual,Auto Debit,49.4,Yes
CUST100727,22,67086.0,571.0,0.0,3484.0,3,0,7.9,Two-Year,Card,32.1,No
CUST100728,41,37986.0,688.0,2.7,4501.0,1,2,6.5,Annual,Auto Debit,41.0,Yes
CUST100729,49,18000.0,634.0,5.7,4026.0,1,0,7.9,Two-Year,Auto Debit,18.5,No
CUST100730,52,56647.0,696.0,4.9,13074.0,1,1,10.0,Two-Year,Auto Debit,37.2,No
CUST100731,38,25337.0,631.0,8.3,10357.0,1,0,4.5,Monthly,Auto Debit,32.1,Yes
CUST100732,62,48452.0,713.0,10.8,5484.0,2,1,7.8,Annual,Auto Debit,35.7,No
CUST100733,55,45000.0,691.0,6.9,6525.0,2,0,10.0,Annual,Bank Transfer,62.6,No
CUST100734,27,45833.0,767.0,8.9,5611.0,1,1,5.0,Monthly,UPI,51.6,Yes
CUST100735,50,109021.0,690.0,7.0,5399.0,0,0,8.7,Monthly,Card,43.9,No
CUST100736,53,66241.0,648.0,10.0,10111.0,2,0,8.9,Annual,Auto Debit,44.1,No
CUST100737,34,70398.0,676.0,10.4,7494.0,2,0,4.5,Two-Year,Auto Debit,18.4,No
CUST100738,53,25919.0,616.0,7.5,15784.0,2,0,8.2,Two-Year,UPI,24.9,No
CUST100739,61,50613.0,712.0,6.8,12876.0,4,1,6.5,Monthly,Bank Transfer,9.0,Yes
CUST100740,57,69737.0,722.0,3.8,13083.0,1,1,6.9,Annual,Card,13.0,No
CUST100741,54,42460.0,826.0,4.4,10850.0,0,1,6.4,Monthly,Card,18.7,Yes
CUST100742,48,84977.0,656.0,3.4,7021.0,3,2,9.2,Two-Year,Bank Transfer,31.6,No
CUST100743,30,38541.0,675.0,6.5,10592.0,5,2,6.8,Annual,Card,13.6,Yes
CUST100744,56,58700.0,658.0,2.2,7279.0,1,1,6.2,Two-Year,Bank Transfer,31.4,Yes
CUST100745,35,52107.0,702.0,3.9,14206.0,0,0,6.2,Two-Year,UPI,29.7,No
CUST100746,43,68615.0,711.0,0.0,9915.0,1,0,6.4,Monthly,Card,15.0,Yes
CUST100747,33,50909.0,687.0,10.0,9418.0,1,1,5.2,Two-Year,Auto Debit,54.9,No
CUST100748,33,59040.0,750.0,3.8,8945.0,5,0,6.2,Annual,Bank Transfer,12.1,Yes
CUST100749,25,59805.0,656.0,6.0,14591.0,0,1,7.2,Monthly,Auto Debit,48.8,Yes
CUST100750,64,48843.0,744.0,9.2,3482.0,1,1,7.7,Monthly,Auto Debit,2.0,Yes
CUST100751,25,75672.0,720.0,5.5,14934.0,0,1,9.0,Annual,Card,29.9,No
CUST100752,22,70245.0,689.0,9.1,7848.0,1,1,7.4,Monthly,Card,14.0,No
CUST100753,62,63050.0,673.0,0.5,3578.0,1,0,6.2,Monthly,Card,22.2,Yes
CUST100754,44,55530.0,823.0,12.2,5867.0,1,0,5.3,Annual,Bank Transfer,59.2,No
CUST100755,39,82524.0,645.0,8.0,2722.0,1,2,7.5,Monthly,Card,26.8,No
CUST100756,53,59812.0,706.0,5.2,10788.0,2,1,6.8,Monthly,Card,15.4,No
CUST100757,36,58253.0,649.0,9.1,4866.0,0,1,6.9,Annual,UPI,39.3,No
CUST100758,24,67303.0,788.0,0.8,9090.0,0,1,7.4,Monthly,Card,26.7,Yes
CUST100759,53,102325.0,739.0,3.6,12470.0,5,0,7.9,Annual,Auto Debit,34.3,No
CUST100760,26,35512.0,653.0,9.1,6148.0,0,0,7.5,Monthly,Card,18.3,Yes
CUST100761,44,81937.0,718.0,0.0,7562.0,1,0,6.7,Two-Year,Auto Debit,19.0,Yes
CUST100762,63,23350.0,704.0,6.3,3938.0,1,1,5.6,Monthly,Card,20.2,Yes
CUST100763,62,69780.0,662.0,6.2,7141.0,1,0,6.0,Two-Year,Card,44.0,Yes
CUST100764,35,99652.0,732.0,10.8,17509.0,1,0,8.4,Annual,Bank Transfer,28.6,No
CUST100765,55,75751.0,711.0,0.0,11223.0,2,1,6.3,Two-Year,UPI,16.3,Yes
CUST100766,47,68754.0,702.0,9.7,7573.0,0,1,4.7,Annual,Card,34.4,Yes
CUST100767,41,52670.0,688.0,2.7,6359.0,0,0,9.0,Annual,UPI,33.2,No
CUST100768,24,65683.0,714.0,3.1,8351.0,0,0,5.4,Monthly,UPI,40.6,Yes
CUST100769,36,59455.0,703.0,0.6,8955.0,0,1,7.1,Annual,Bank Transfer,24.8,Yes
CUST100770,49,47709.0,693.0,1.0,7033.0,0,0,7.8,Annual,UPI,30.8,Yes
CUST100771,65,58623.0,655.0,5.8,10355.0,5,0,7.0,Annual,UPI,38.3,Yes
CUST100772,18,69364.0,783.0,0.9,5163.0,4,1,2.8,Monthly,Bank Transfer,16.9,No
CUST100773,52,48121.0,632.0,6.9,5146.0,0,1,7.7,Annual,Card,45.3,Yes
CUST100774,58,47262.0,714.0,2.4,9796.0,0,0,9.3,Monthly,UPI,32.2,Yes
CUST100775,63,35075.0,672.0,0.6,4410.0,1,0,8.3,Annual,Auto Debit,15.5,Yes
CUST100776,38,73596.0,787.0,2.8,11052.0,0,1,3.4,Annual,Auto Debit,15.4,Yes
CUST100777,23,76997.0,640.0,5.6,8450.0,0,0,10.0,Monthly,Bank Transfer,30.5,No
CUST100778,31,70097.0,650.0,3.6,2102.0,2,1,4.7,Annual,Bank Transfer,23.7,No
CUST100779,58,86234.0,637.0,4.6,8883.0,1,0,5.2,Monthly,Auto Debit,43.3,Yes
CUST100780,60,66933.0,708.0,6.7,2602.0,1,0,8.3,Annual,Auto Debit,27.7,No
CUST100781,48,73624.0,614.0,8.0,10927.0,1,1,7.8,Annual,UPI,36.5,No
CUST100782,23,71684.0,664.0,3.5,7629.0,1,2,7.1,Monthly,UPI,19.3,No
CUST100783,23,62986.0,572.0,1.2,14979.0,3,0,6.0,Monthly,Card,31.7,Yes
CUST100784,40,53322.0,703.0,4.7,12250.0,3,3,9.3,Annual,Card,51.7,No
CUST100785,46,113711.0,662.0,6.0,4788.0,1,3,6.9,Annual,Auto Debit,29.8,No
CUST100786,19,55057.0,608.0,0.0,1427.0,0,3,4.3,Monthly,Bank Transfer,23.7,Yes
CUST100787,50,50351.0,,1.7,5857.0,2,1,9.1,Monthly,Auto Debit,19.0,Yes
CUST100788,44,74548.0,618.0,2.2,4226.0,5,0,7.4,Monthly,Bank Transfer,31.7,No
CUST100789,18,70541.0,734.0,3.8,14890.0,0,0,8.9,Annual,Bank Transfer,53.1,No
CUST100790,22,34095.0,651.0,2.1,8464.0,0,1,8.0,Monthly,Auto Debit,11.5,No
CUST100791,39,89699.0,778.0,6.8,11767.0,1,3,10.0,Annual,Bank Transfer,31.3,No
CUST100792,52,62928.0,731.0,0.0,7502.0,2,1,6.5,Annual,Auto Debit,6.3,Yes
CUST100793,57,40560.0,635.0,0.0,7871.0,1,1,7.0,Two-Year,Card,25.8,No
CUST100794,38,91153.0,640.0,3.4,8386.0,2,1,8.2,Two-Year,Card,35.9,No
CUST100795,32,78765.0,723.0,3.9,12373.0,1,0,6.5,Monthly,Bank Transfer,8.3,No
CUST100796,64,37180.0,676.0,0.0,9591.0,1,1,8.4,Annual,Auto Debit,25.3,Yes
CUST100797,40,104098.0,681.0,2.6,4799.0,0,1,2.0,Annual,UPI,36.4,Yes
CUST100798,33,79494.0,760.0,3.2,14179.0,1,1,6.9,Two-Year,Bank Transfer,34.0,No
CUST100799,39,64776.0,649.0,3.2,7475.0,1,2,6.8,Annual,UPI,37.1,No
CUST100800,18,99985.0,695.0,5.0,6906.0,1,0,6.8,Monthly,Auto Debit,17.4,No
CUST100801,32,68505.0,743.0,2.4,1000.0,2,1,5.5,Two-Year,Bank Transfer,36.4,No
CUST100802,42,64382.0,735.0,9.2,10720.0,1,1,8.5,Monthly,UPI,23.0,Yes
CUST100803,62,50473.0,681.0,6.1,8854.0,3,1,6.1,Two-Year,UPI,42.7,Yes
CUST100804,53,77801.0,674.0,1.9,8850.0,2,1,,Monthly,Bank Transfer,2.0,Yes
CUST100805,55,75485.0,594.0,4.8,7090.0,0,0,6.9,Annual,UPI,27.7,Yes
CUST100806,44,65323.0,632.0,4.9,6487.0,3,1,7.9,Two-Year,UPI,33.5,No
CUST100807,23,47620.0,708.0,8.4,7206.0,3,3,9.4,Annual,UPI,52.2,No
CUST100808,36,67858.0,682.0,2.6,10121.0,1,2,7.3,Annual,UPI,33.3,No
CUST100809,65,63464.0,694.0,7.0,10737.0,0,0,8.4,Monthly,Card,34.8,Yes
CUST100810,20,35664.0,747.0,4.6,7691.0,1,2,7.2,Monthly,Bank Transfer,37.6,No
CUST100811,60,32620.0,625.0,9.3,11821.0,2,0,6.1,Monthly,Auto Debit,50.8,Yes
CUST100812,50,77433.0,677.0,8.6,8224.0,2,2,6.8,Annual,Bank Transfer,26.3,Yes
CUST100813,31,18000.0,700.0,5.1,6735.0,1,1,6.5,Monthly,Auto Debit,11.0,Yes
CUST100814,55,69519.0,651.0,3.7,9194.0,2,0,8.0,Monthly,Auto Debit,8.1,No
CUST100815,58,54482.0,769.0,6.1,3742.0,1,1,7.2,Monthly,UPI,42.0,No
CUST100816,20,93781.0,740.0,3.9,9315.0,1,1,5.6,Two-Year,Bank Transfer,35.3,No
CUST100817,23,54144.0,706.0,9.9,3102.0,3,1,6.6,Two-Year,UPI,28.2,No
CUST100818,49,79509.0,789.0,4.8,4903.0,2,2,4.4,Monthly,Auto Debit,23.2,Yes
CUST100819,65,56268.0,608.0,3.2,1435.0,1,2,6.7,Two-Year,Auto Debit,34.7,Yes
CUST100820,19,67502.0,690.0,3.0,7887.0,0,4,7.0,Monthly,UPI,35.1,Yes
CUST100821,49,81210.0,710.0,0.6,14134.0,1,0,10.0,Monthly,UPI,39.2,No
CUST100822,24,54824.0,640.0,6.3,8090.0,1,0,9.3,Monthly,Card,15.4,No
CUST100823,49,86924.0,707.0,1.9,10753.0,1,0,5.2,Two-Year,Bank Transfer,5.5,Yes
CUST100824,47,43139.0,629.0,8.0,16733.0,0,1,7.3,Monthly,Bank Transfer,18.3,No
CUST100825,22,71481.0,728.0,0.4,9914.0,2,1,7.4,Monthly,UPI,11.7,No
CUST100826,50,85298.0,748.0,4.9,5822.0,3,0,6.6,Two-Year,Bank Transfer,11.0,Yes
CUST100827,61,79521.0,705.0,8.2,6304.0,0,1,6.7,Annual,Bank Transfer,55.5,No
CUST100828,59,107162.0,588.0,0.0,8502.0,1,2,6.4,Annual,Auto Debit,2.0,Yes
CUST100829,19,48204.0,637.0,11.0,6285.0,2,2,10.0,Annual,Card,39.0,No
CUST100830,29,34659.0,721.0,3.1,6547.0,0,1,6.3,Annual,UPI,45.6,Yes
CUST100831,29,43125.0,691.0,5.0,11948.0,2,0,7.6,Monthly,Bank Transfer,46.8,Yes
CUST100832,39,79530.0,542.0,6.3,12092.0,3,1,2.7,Annual,Bank Transfer,36.2,Yes
CUST100833,24,75954.0,758.0,6.8,2736.0,1,3,8.4,Monthly,Bank Transfer,51.8,No
CUST100834,59,67250.0,698.0,5.4,5636.0,1,0,9.0,Monthly,Bank Transfer,58.8,Yes
CUST100835,55,40295.0,645.0,7.7,6876.0,2,0,5.2,Two-Year,UPI,27.5,Yes
CUST100836,56,81871.0,745.0,6.2,10597.0,1,1,6.1,Monthly,UPI,38.7,No
CUST100837,27,38056.0,653.0,10.1,12501.0,0,0,7.8,Monthly,Card,51.1,No
CUST100838,18,90497.0,652.0,6.2,17957.0,1,0,7.0,Monthly,Auto Debit,19.1,No
CUST100839,61,127864.0,710.0,10.8,6870.0,1,0,7.8,Two-Year,Bank Transfer,28.3,No
CUST100840,31,73062.0,788.0,7.4,7045.0,2,1,6.5,Two-Year,Bank Transfer,22.6,No
CUST100841,49,77828.0,779.0,0.0,10560.0,2,0,10.0,Monthly,Auto Debit,38.9,No
CUST100842,61,54157.0,710.0,12.9,6112.0,2,0,5.9,Monthly,Card,3.5,Yes
CUST100843,19,25175.0,715.0,2.7,8007.0,2,0,10.0,Annual,Card,53.5,No
CUST100844,18,51740.0,734.0,9.3,7047.0,2,2,9.1,Annual,Bank Transfer,40.0,No
CUST100845,18,40956.0,621.0,4.6,1000.0,1,1,8.4,Monthly,UPI,40.8,No
CUST100846,25,33166.0,725.0,7.9,8931.0,1,1,5.2,Monthly,Card,2.0,Yes
CUST100847,20,102892.0,650.0,2.3,7862.0,3,0,8.5,Annual,Bank Transfer,16.4,No
CUST100848,57,71003.0,708.0,6.5,12949.0,0,2,8.0,Monthly,Card,54.4,Yes
CUST100849,47,73353.0,677.0,3.7,8519.0,3,1,3.4,Annual,UPI,29.3,Yes
CUST100850,65,58202.0,718.0,9.6,4108.0,2,0,4.6,Monthly,Card,6.1,Yes
CUST100851,56,61197.0,696.0,5.9,7597.0,0,0,7.6,Two-Year,Auto Debit,35.3,No
CUST100852,64,86220.0,521.0,7.5,1181.0,1,1,6.8,Annual,Card,42.2,No
CUST100853,29,64289.0,700.0,0.0,4262.0,1,0,,Annual,Auto Debit,40.0,Yes
CUST100854,31,76675.0,725.0,4.2,10724.0,3,0,,Annual,Bank Transfer,29.7,No
CUST100855,58,60688.0,715.0,5.8,7634.0,1,0,5.5,Monthly,UPI,49.0,Yes
CUST100856,29,57473.0,684.0,5.2,11729.0,1,0,6.2,Monthly,Auto Debit,21.5,No
CUST100857,20,34048.0,780.0,7.6,1616.0,2,1,5.9,Annual,Bank Transfer,40.1,No
CUST100858,50,21490.0,707.0,3.3,7651.0,4,1,7.9,Annual,Bank Transfer,34.0,Yes
CUST100859,56,59246.0,714.0,4.7,6836.0,0,1,4.1,Two-Year,Bank Transfer,30.0,No
CUST100860,64,66243.0,747.0,8.3,11845.0,2,0,6.2,Monthly,UPI,26.3,No
CUST100861,62,36705.0,710.0,0.0,10855.0,2,2,4.1,Annual,Card,26.8,Yes
CUST100862,23,64242.0,641.0,6.4,10748.0,2,0,6.5,Monthly,Auto Debit,32.5,No
CUST100863,55,66183.0,556.0,3.4,13895.0,0,0,8.2,Monthly,Bank Transfer,27.6,Yes
CUST100864,58,18000.0,664.0,1.6,7212.0,4,0,8.3,Monthly,Card,43.0,Yes
CUST100865,51,44867.0,732.0,5.6,13173.0,3,2,5.8,Two-Year,Card,24.0,Yes
CUST100866,57,73960.0,671.0,8.4,4845.0,1,0,7.9,Annual,Bank Transfer,55.5,No
CUST100867,58,,734.0,7.8,4717.0,3,0,,Annual,Card,23.3,Yes
CUST100868,39,39619.0,698.0,4.1,11135.0,3,0,9.3,Annual,Card,45.8,No
CUST100869,19,68486.0,761.0,7.3,3233.0,2,1,6.8,Monthly,Bank Transfer,46.4,Yes
CUST100870,39,87493.0,674.0,7.3,10505.0,2,6,1.9,Monthly,Card,34.5,Yes
CUST100871,27,82096.0,716.0,4.2,8855.0,2,0,8.5,Monthly,Bank Transfer,33.2,No
CUST100872,23,62904.0,718.0,2.3,12251.0,1,0,6.2,Monthly,Bank Transfer,21.1,Yes
CUST100873,23,54705.0,773.0,2.5,8292.0,1,1,6.5,Monthly,Bank Transfer,24.2,Yes
CUST100874,51,51154.0,596.0,7.2,8696.0,0,0,7.6,Monthly,Bank Transfer,35.3,Yes
CUST100875,42,75292.0,665.0,4.4,10282.0,1,2,4.6,Annual,Card,31.3,Yes
CUST100876,43,69292.0,737.0,1.2,6181.0,2,0,7.1,Two-Year,Bank Transfer,49.7,No
CUST100877,53,78847.0,775.0,0.0,6028.0,3,0,7.9,Two-Year,Bank Transfer,25.2,No
CUST100878,44,67901.0,703.0,7.2,10161.0,1,1,7.6,Monthly,Card,26.1,Yes
CUST100879,48,83013.0,674.0,2.8,8397.0,0,1,6.0,Annual,Card,7.0,Yes
CUST100880,22,67081.0,732.0,5.6,7074.0,1,0,8.7,Monthly,Bank Transfer,41.7,No
CUST100881,58,82263.0,738.0,8.5,8210.0,3,0,5.3,Monthly,Bank Transfer,40.3,Yes
CUST100882,39,84158.0,670.0,0.3,14081.0,1,1,5.9,Annual,Card,46.7,Yes
CUST100883,25,47300.0,708.0,4.4,6949.0,2,1,6.8,Monthly,Card,47.5,Yes
CUST100884,57,25221.0,755.0,4.0,6848.0,2,1,7.5,Annual,Auto Debit,43.8,No
CUST100885,53,98957.0,794.0,5.7,2524.0,2,0,6.4,Two-Year,Bank Transfer,44.5,No
CUST100886,20,70646.0,731.0,8.5,8352.0,1,3,9.1,Monthly,Bank Transfer,41.2,Yes
CUST100887,27,27281.0,692.0,0.2,10799.0,0,0,7.5,Two-Year,Card,43.5,No
CUST100888,18,49296.0,687.0,6.3,11427.0,1,1,7.1,Monthly,Auto Debit,4.4,Yes
CUST100889,30,81981.0,721.0,7.8,8879.0,0,4,7.4,Two-Year,Card,15.5,No
CUST100890,22,58847.0,684.0,3.9,11845.0,0,1,8.2,Annual,Auto Debit,13.1,No
CUST100891,52,53735.0,700.0,4.1,11059.0,2,2,7.4,Monthly,UPI,51.1,Yes
CUST100892,43,95819.0,632.0,5.8,12395.0,1,1,3.9,Monthly,UPI,20.3,Yes
CUST100893,65,41960.0,761.0,5.6,11945.0,2,2,8.9,Monthly,Bank Transfer,22.7,Yes
